image	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Sugar_UND	Sugar_D+2.5	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	Top_out_dia	Top_in_dia	Bottom_out_dia	Nec_H1	Nec_H2	Nec_H3	Nec_H4	Ov_H1	Ov_H2	Nec_H_avg	Ov_H_avg	Top_out_rad	Top_in_rad	Nec_thickness	Bottom_out_rad	Bottom_in_rad	Bottom_in_rad_A	Bottom_in_rad_B	Bottom_in_rad_C	Bottom_in_rad_D	FVol_A	FVol_B	FVol_C	FVol_C1	FVol_C2	FVol_C3	FVol_C4	CVol_A	CVol_B	Frustrum_Vol	Frustrum_Vol_A	Frustrum_Vol_B	Frustrum_Vol_C	Frustrum_Vol_D	Cylinder_Vol
697	923	1	30.55	35.66	24.9	11.6	2.145	2.041	2.035	1.635	3.449	1.542	3.467	1.965	2.18	1.641	2.406	0.696	3.107	0.678	3.357	1.565	1.414	1.177	1.322	0.406	0.4	0.4	0.423	1.345	1.287	0.40725	1.316	0.707	0.5885	0.1185	0.661	0.5425	0.661	0.60175	0.631375	0.6461875	0.426471203	1.404097	0.95989975	1.17225175	1.062565188	1.116530828	1.144171879	1.279413608	0.15351675	0.189437335	0.098875323	0.145653483	0.122638691	0.110850579	0.196411419
2403	924	1	27.46	26.64	30.2	12.2	2.226	2.128	2.168	1.629	3.507	1.548	3.513	2	2.278	1.606	2.51	0.928	3.142	0.922	3.42	1.548	1.339	1.142	1.287	0.499	0.522	0.452	0.452	1.2	1.078	0.48125	1.139	0.6695	0.571	0.0985	0.6435	0.545	0.6435	0.59425	0.618875	0.6311875	0.503963822	1.29314575	0.934261	1.10757175	1.018490813	1.062424891	1.084846723	1.511891465	0.12218925	0.18086493	0.093522582	0.138416152	0.116274966	0.104975174	0.184736884
2585	924	1	24.28	10.34	36.9	7.1	2.307	2	2.232	1.617	3.438	1.606	3.391	1.954	2.325	1.623	2.464	0.91	3.27	0.904	3.351	1.559	1.206	1.026	1.084	0.383	0.377	0.395	0.348	1.09	1.05	0.37575	1.07	0.603	0.513	0.09	0.542	0.452	0.542	0.497	0.5195	0.53075	0.39348448	0.984199	0.699349	0.834979	0.765139	0.79955275	0.817139313	1.18045344	0.10044	0.112084054	0.058715754	0.08619671	0.072655434	0.065735394	0.118564743
2680	924	1	25.79	26.57	30.2	11.8	2.145	2.029	2.099	1.612	3.345	1.53	3.299	1.948	2.203	1.588	2.33	0.887	3.02	0.87	3.194	1.525	1.246	0.991	1.154	0.417	0.441	0.423	0.418	1.142	1.078	0.42475	1.11	0.623	0.4955	0.1275	0.577	0.4495	0.577	0.51325	0.545125	0.5610625	0.44479716	1.080529	0.67029775	0.86435275	0.763261188	0.812790953	0.838317848	1.33439148	0.14260875	0.182469695	0.096154582	0.141119822	0.119089123	0.107734833	0.190295901
2746	924	1	24.26	27.04	31.4	13	2.214	2.099	2.157	1.652	3.496	1.6	3.478	2.046	2.284	1.623	2.464	0.916	3.171	0.904	3.345	1.6	1.339	1.061	1.264	0.447	0.476	0.446	0.446	1.183	1.142	0.45375	1.1625	0.6695	0.5305	0.139	0.632	0.493	0.632	0.5625	0.59725	0.614625	0.475165889	1.27077825	0.78601575	1.01613025	0.89624275	0.954978938	0.985252703	1.425497667	0.1668	0.230342604	0.121000043	0.177966494	0.150057061	0.135672	0.237773011
738	925	1	21.64	0.23			2.133	2.012	2.035	1.658	3.386	1.588	3.304	2	2.168	1.646	2.429	0.777	2.951	0.754	3.293	1.571	1.351	1.125	1.171	0.354	0.366	0.429	0.412	1.235	1.246	0.39025	1.2405	0.6755	0.5625	0.113	0.5855	0.4725	0.5855	0.529	0.55725	0.571375	0.408668844	1.19461575	0.80544375	0.98856025	0.89380975	0.940386938	0.964274078	1.226006533	0.139894	0.159042471	0.084208463	0.12293004	0.103895395	0.094133465	0.171510958
778	925	1	22.61	1.72	34	1.3	2.139	1.983	2.087	1.664	3.38	1.606	3.322	1.965	2.197	1.629	2.371	0.765	3.078	0.754	3.304	1.606	1.293	1.107	1.183	0.319	0.354	0.359	0.359	1.218	1.211	0.34775	1.2145	0.6465	0.5535	0.093	0.5915	0.4985	0.5915	0.545	0.56825	0.579875	0.364162948	1.15023925	0.83078425	0.98362975	0.90504475	0.943796688	0.963578078	1.092488845	0.1116	0.116333675	0.060673007	0.089290752	0.075178732	0.067975083	0.121921755
831	925	1	22.01	3.27	30.5	2.3	2.191	1.954	2.174	1.635	3.449	1.612	3.391	1.977	2.267	1.641	2.499	0.707	3.246	0.713	3.391	1.6	1.275	1.124	1.2	0.319	0.313	0.377	0.365	1.247	1.264	0.3435	1.2555	0.6375	0.562	0.0755	0.6	0.5245	0.6	0.56225	0.581125	0.5905625	0.359712359	1.14890625	0.88571325	1.013044	0.947953563	0.980142516	0.996504191	1.079137077	0.09056225	0.094673775	0.04887133	0.072285165	0.060706401	0.054820904	0.097729082
2223	925	1	25.02	10.23	30.4	6.2	2.168	2.081	2.07	1.71	3.472	1.606	3.397	2.012	2.238	1.681	2.481	0.817	3.154	0.788	3.374	1.588	1.402	1.136	1.229	0.371	0.4	0.424	0.406	1.264	1.224	0.40025	1.244	0.701	0.568	0.133	0.6145	0.4815	0.6145	0.548	0.58125	0.597875	0.41914082	1.29977575	0.82795825	1.04927025	0.934192	0.990625563	1.019671516	1.25742246	0.168777	0.197757974	0.104997081	0.153231073	0.129577463	0.117403118	0.21222399
2293	925	1	21.81	3.76	31.2	2.6	2.197	1.983	2.099	1.687	3.484	1.542	3.432	1.896	2.203	1.612	2.383	0.736	3.188	0.707	3.362	1.507	1.385	1.159	1.235	0.296	0.371	0.389	0.354	1.247	1.189	0.3525	1.218	0.6925	0.5795	0.113	0.6175	0.5045	0.6175	0.561	0.58925	0.603375	0.369137137	1.28848125	0.88269825	1.07496775	0.97564075	1.024506188	1.049537453	1.10741141	0.143736	0.149789575	0.078815762	0.115481046	0.097442999	0.088203029	0.159174886
2307	925	2	21.62	21.38	28.6	10.6	2.191	2.052	2.116	1.675	3.438	1.617	3.403	2	2.226	1.629	2.452	0.87	3.154	0.823	3.333	1.571	1.322	1.107	1.212	0.377	0.423	0.429	0.383	1.182	1.177	0.403	1.1795	0.661	0.5535	0.1075	0.606	0.4985	0.606	0.55225	0.579125	0.5925625	0.422020613	1.204723	0.83078425	1.00901925	0.917012688	0.962293703	0.98547591	1.266061839	0.13055875	0.157809861	0.082591017	0.121419682	0.102310161	0.092526791	0.165295451
1120	928	1	23.73	9.58	23.2	4.2	2.214	1.988	2.168	1.67	3.403	1.612	3.368	1.977	2.272	1.67	2.458	0.696	3.009	0.667	3.31	1.612	1.235	1.038	1.154	0.318	0.318	0.365	0.365	1.292	1.31	0.3415	1.301	0.6175	0.519	0.0985	0.577	0.4785	0.577	0.52775	0.552375	0.5646875	0.357617964	1.07053275	0.74666475	0.901753	0.821783313	0.861161766	0.881305785	1.072853891	0.11194525	0.115821015	0.060358671	0.088957267	0.074874825	0.067670962	0.120100897
1226	928	1	24.03	4.94	24.2	2.4	2.232	1.919	2.209	1.606	3.542	1.612	3.519	1.942	2.301	1.565	2.475	0.73	3.212	0.713	3.432	1.588	1.333	1.131	1.287	0.313	0.354	0.354	0.33	1.189	1.229	0.33775	1.209	0.6665	0.5655	0.101	0.6435	0.5425	0.6435	0.593	0.61825	0.630875	0.353690973	1.28720725	0.92088025	1.09778175	1.00678075	1.051643688	1.074553328	1.061072919	0.124432	0.129566553	0.066998089	0.099184322	0.083316706	0.075213773	0.132031425
2465	928	1	26.03	16.42	27.8	7.9	2.099	1.919	2.052	1.577	3.316	1.565	3.345	1.954	2.191	1.571	2.348	0.846	3.02	0.852	3.188	1.554	1.264	0.997	1.246	0.342	0.348	0.4	0.389	1.073	1.102	0.36975	1.0875	0.632	0.4985	0.1335	0.623	0.4895	0.623	0.55625	0.589625	0.6063125	0.387201295	1.181289	0.73212825	0.94719675	0.835206938	0.890087953	0.918363879	1.161603884	0.15092175	0.173915624	0.090640822	0.134003423	0.112753422	0.101804947	0.175311291
2534	928	1	27.2	18.55	26.5	8.6	2.255	2.052	2.191	1.71	3.501	1.594	3.496	1.965	2.29	1.664	2.388	0.968	3.27	0.945	3.397	1.571	1.31	1.107	1.241	0.342	0.388	0.394	0.371	1.084	1.02	0.37375	1.052	0.655	0.5535	0.1015	0.6205	0.519	0.6205	0.56975	0.595125	0.6078125	0.391390085	1.22047275	0.86298975	1.03482925	0.946333938	0.989937703	1.012222504	1.174170254	0.12266275	0.139915302	0.072659025	0.107295213	0.090229132	0.081507081	0.144026952
186	929	1	23.29	7.59	30.8	5.2	2.22	1.942	2.18	1.565	3.467	1.536	3.403	1.872	2.313	1.554	2.388	0.771	3.165	0.719	3.345	1.536	1.287	1.032	1.183	0.377	0.388	0.336	0.336	1.171	1.153	0.35925	1.162	0.6435	0.516	0.1275	0.5915	0.464	0.5915	0.52775	0.559625	0.5755625	0.37620572	1.14459475	0.720976	0.92134225	0.817095063	0.868202641	0.894518441	1.128617161	0.14783625	0.159367797	0.083988868	0.123207256	0.103980293	0.094080138	0.166850529
412	929	1	22.12	8.55	27.2	6.1	2.186	2.075	2.11	1.693	3.374	1.641	3.362	2.046	2.249	1.687	2.336	0.87	3.142	0.794	3.299	1.612	1.264	1.05	1.176	0.382	0.388	0.434	0.405	1.205	1.252	0.40225	1.2285	0.632	0.525	0.107	0.588	0.481	0.588	0.5345	0.56125	0.574625	0.421235215	1.116784	0.759511	0.930069	0.84192775	0.885282813	0.907497016	1.263705645	0.123799	0.150495969	0.078650933	0.115779132	0.097516452	0.088159048	0.156445495
684	929	1	24.84	10.02	23.7	4.2	2.122	1.925	2.099	1.588	3.31	1.53	3.304	1.93	2.249	1.559	2.388	0.759	3.049	0.73	3.2	1.565	1.211	0.951	1.182	0.337	0.366	0.365	0.4	1.166	1.2	0.367	1.183	0.6055	0.4755	0.13	0.591	0.461	0.591	0.526	0.5585	0.57475	0.384321501	1.07376175	0.65782675	0.85640175	0.75288925	0.80358925	0.829731438	1.152964504	0.14053	0.159852764	0.083536122	0.123318201	0.103833101	0.093786096	0.162026102
42	930	1	28.54	22.85	29.9	11	2.046	2.151	1.907	1.623	3.472	1.536	3.409	2.075	2.11	1.594	2.377	0.742	3.055	0.748	3.258	1.548	1.565	1.148	1.363	0.528	0.557	0.527	0.539	1.409	1.327	0.53775	1.368	0.7825	0.574	0.2085	0.6815	0.473	0.6815	0.57725	0.629375	0.6554375	0.563130483	1.61002225	0.824707	1.18509925	0.994035063	1.086850141	1.135295441	1.689391449	0.28283025	0.442234956	0.239287094	0.346881163	0.294614163	0.267333137	0.477811006
842	930	1	25.78	27.44	34.4	14.6	2.07	2.151	2	1.693	3.548	1.623	3.577	2.052	2.191	1.67	2.452	0.916	3.136	0.864	3.386	1.583	1.548	1.195	1.507	0.458	0.481	0.469	0.429	1.235	1.188	0.45925	1.2115	0.774	0.5975	0.1765	0.7535	0.577	0.7535	0.66525	0.709375	0.7314375	0.480925475	1.75004725	1.03469275	1.37498475	1.197050688	1.284070703	1.329040973	1.442776426	0.24206975	0.344032203	0.180377111	0.265950135	0.224099992	0.202472644	0.349252529
1027	930	1	26.57	27.74	32.2	14.3	2.168	2.046	2.151	1.588	3.571	1.565	3.548	2.104	2.301	1.536	2.516	0.829	3.2	0.829	3.438	1.53	1.42	1.137	1.38	0.458	0.51	0.574	0.539	1.217	1.275	0.52025	1.246	0.71	0.5685	0.1415	0.69	0.5485	0.69	0.61925	0.654625	0.6723125	0.544804526	1.4701	0.93586675	1.19155725	1.058706438	1.123880453	1.157406004	1.634413578	0.18090775	0.291052693	0.151751351	0.224129075	0.188621976	0.170357104	0.295678083
49	931	1	28.25	20.26	23.2	7.5	2.377	2.041	2.272	1.6	3.513	1.548	3.501	2.029	2.388	1.577	2.516	0.777	3.212	0.707	3.391	1.536	1.241	1.003	1.124	0.441	0.464	0.493	0.481	1.264	1.322	0.46975	1.293	0.6205	0.5015	0.119	0.562	0.443	0.562	0.5025	0.53225	0.547125	0.49192105	1.04958525	0.66991575	0.84918925	0.75601225	0.801715688	0.825231203	1.475763149	0.133518	0.186767419	0.098579011	0.144414738	0.121932255	0.110364478	0.197040944
696	931	1	25.64	11.28	21.5	4.7	2.284	1.913	2.203	1.519	3.397	1.536	3.362	1.901	2.336	1.501	2.493	0.742	3.154	0.73	3.281	1.548	1.194	0.945	1.078	0.394	0.412	0.353	0.365	1.171	1.171	0.381	1.171	0.597	0.4725	0.1245	0.539	0.4145	0.539	0.47675	0.507875	0.5234375	0.398982267	0.968713	0.59091775	0.76845475	0.675811188	0.721164203	0.744567285	1.196946801	0.13315275	0.150733605	0.079899491	0.116862629	0.09876758	0.089430165	0.159376758
1341	931	1	26.59	20.97	25.1	8.4	2.186	2.046	2.162	1.687	3.467	1.687	3.467	2.064	2.301	1.664	2.528	0.823	3.177	0.765	3.374	1.67	1.305	1.073	1.281	0.359	0.382	0.394	0.377	1.223	1.299	0.378	1.261	0.6525	0.5365	0.116	0.6405	0.5245	0.6405	0.5825	0.6115	0.626	0.395840674	1.25392275	0.84432675	1.04170075	0.93964975	0.98983425	1.01555725	1.187522023	0.137924	0.162134757	0.0840061	0.124402036	0.10453697	0.09435476	0.163787788
1799	931	1	22.8	19.3	27.8	9	2.33	1.93	2.214	1.559	3.299	1.501	3.304	1.89	2.336	1.565	2.464	0.87	3.067	0.829	3.217	1.501	1.085	0.881	0.974	0.371	0.365	0.389	0.389	1.06	1.061	0.3785	1.0605	0.5425	0.4405	0.102	0.487	0.385	0.487	0.436	0.4615	0.47425	0.396364273	0.79567275	0.51185775	0.64573275	0.57619425	0.61031325	0.627860438	1.189092819	0.100266	0.112494126	0.059430859	0.086993436	0.073469883	0.066514805	0.119225581
1228	932	1	23.8	0			2.139	1.942	2.099	1.652	3.368	1.617	3.397	1.948	2.203	1.629	2.412	0.806	3.142	0.788	3.31	1.588	1.269	1.107	1.258	0.29	0.313	0.36	0.331	1.136	1.16	0.3235	1.148	0.6345	0.5535	0.081	0.629	0.548	0.629	0.5885	0.60875	0.618875	0.338768408	1.19733175	0.90998425	1.05015475	0.97842925	1.013881938	1.031915828	1.016305223	0.096228	0.097344255	0.049858918	0.074157251	0.062147001	0.056037688	0.097797019
2463	932	1	27.11	9.81	24.5	4.6	2.214	1.913	2.186	1.577	3.461	1.49	3.472	1.832	2.33	1.536	2.499	0.939	3.136	0.922	3.328	1.455	1.275	0.998	1.258	0.336	0.377	0.377	0.342	0.974	0.91	0.358	0.942	0.6375	0.499	0.1385	0.629	0.4905	0.629	0.55975	0.594375	0.6116875	0.374896723	1.20303475	0.73435075	0.958513	0.841636313	0.898875766	0.92839466	1.12469017	0.15740525	0.175708096	0.091670403	0.13548709	0.114028207	0.10296167	0.177032137
2541	932	1	24.3	0			2.272	1.93	2.22	1.664	3.426	1.548	3.455	1.762	2.301	1.664	2.388	0.962	3.142	0.968	3.345	1.548	1.206	1.044	1.183	0.266	0.266	0.214	0.214	0.968	0.794	0.24	0.881	0.603	0.522	0.081	0.5915	0.5105	0.5915	0.551	0.57125	0.581375	0.251327412	1.07015575	0.79957525	0.93111925	0.863707	0.897003063	0.913958641	0.753982237	0.091125	0.068004297	0.034943684	0.05188623	0.043518017	0.039256615	0.068706631
2592	932	1	22.42	0			2.33	2.017	2.284	1.716	3.53	1.577	3.577	1.867	2.359	1.693	2.522	1.026	3.258	0.939	3.449	1.612	1.246	1.09	1.247	0.301	0.324	0.255	0.29	0.991	0.928	0.2925	0.9595	0.623	0.545	0.078	0.6235	0.5455	0.6235	0.5845	0.604	0.61375	0.306305284	1.16532175	0.89189275	1.02558475	0.95721775	0.991021	1.008207813	0.918915851	0.091104	0.083752747	0.042802181	0.063743355	0.053389241	0.048124829	0.08371691
2638	932	1	25.21	11.77	27	5.6	2.284	1.901	2.209	1.594	3.449	1.53	3.438	1.843	2.307	1.577	2.464	0.887	3.206	0.87	3.339	1.525	1.24	1.032	1.154	0.307	0.324	0.318	0.313	1.014	0.973	0.3155	0.9935	0.62	0.516	0.104	0.577	0.473	0.577	0.525	0.551	0.564	0.330390827	1.075069	0.734053	0.896917	0.812781	0.854173	0.875376	0.991172482	0.118144	0.112668558	0.058859787	0.086657549	0.072982012	0.065976735	0.117101082
2696	932	1	21.07	0			2.226	1.797	2.203	1.6	3.345	1.565	3.357	1.797	2.284	1.571	2.377	0.887	2.962	0.841	3.264	1.548	1.142	0.98	1.131	0.197	0.226	0.249	0.232	0.91	0.956	0.226	0.933	0.571	0.49	0.081	0.5655	0.4845	0.5655	0.525	0.54525	0.555375	0.236666647	0.96873175	0.71224525	0.83698525	0.772975	0.804570063	0.820675141	0.70999994	0.085941	0.0607018	0.031180002	0.046329094	0.038851596	0.035040061	0.061018105
2714	932	1	20.99	0			2.272	1.838	2.209	1.583	3.426	1.548	3.391	1.878	2.301	1.565	2.47	0.835	3.171	0.829	3.322	1.542	1.217	1.021	1.119	0.255	0.273	0.336	0.33	1.003	1.049	0.2985	1.026	0.6085	0.5105	0.098	0.5595	0.4615	0.5595	0.5105	0.535	0.54725	0.312588469	1.02376825	0.70918825	0.85927525	0.78183075	0.81995275	0.839463938	0.937765407	0.109662	0.098334081	0.051418615	0.075626873	0.063710375	0.057611403	0.10283723
2756	932	1	20.3	0.21			2.29	1.826	2.249	1.588	3.374	1.519	3.414	1.786	2.33	1.554	2.446	0.812	3.142	0.8	3.328	1.496	1.125	0.998	1.124	0.238	0.272	0.29	0.267	1.014	0.986	0.26675	1	0.5625	0.499	0.0635	0.562	0.4985	0.562	0.53025	0.546125	0.5540625	0.279339947	0.94837525	0.74625475	0.845283	0.794760813	0.819769891	0.832463441	0.83801984	0.06740525	0.05646033	0.028797784	0.042910649	0.035924614	0.032378798	0.056486937
2761	932	1	21.45	0			2.272	1.901	2.191	1.629	3.38	1.519	3.467	1.797	2.29	1.594	2.435	0.87	3.125	0.875	3.31	1.525	1.189	1.02	1.195	0.272	0.307	0.272	0.278	1.031	0.922	0.28225	0.9765	0.5945	0.51	0.0845	0.5975	0.513	0.5975	0.55525	0.576375	0.5869375	0.295571509	1.06565025	0.784899	0.92183125	0.851580063	0.886259391	0.903933754	0.886714526	0.09333025	0.082982071	0.042508799	0.063273048	0.053022827	0.047798789	0.082757288
2782	932	1	22.42	0			2.209	1.948	2.209	1.635	3.438	1.571	3.397	1.89	2.301	1.612	2.412	0.91	3.072	0.87	3.31	1.577	1.229	1.009	1.188	0.313	0.336	0.313	0.319	1.038	1.02	0.32025	1.029	0.6145	0.5045	0.11	0.594	0.484	0.594	0.539	0.5665	0.58025	0.335365016	1.09545925	0.73295425	0.90702925	0.81696675	0.86124175	0.883946438	1.006095047	0.12309	0.121571495	0.06319283	0.093396642	0.078548356	0.070933998	0.123840239
2798	932	1	22.97	0	0	0	2.209	1.786	2.162	1.583	3.443	1.501	3.449	1.728	2.243	1.542	2.406	0.759	3.171	0.748	3.345	1.472	1.281	1.102	1.24	0.203	0.244	0.256	0.227	1.027	0.98	0.2325	1.0035	0.6405	0.551	0.0895	0.62	0.5305	0.62	0.57525	0.597625	0.6088125	0.243473431	1.19175025	0.87733675	1.029621	0.951476313	0.990048016	1.009709348	0.730420292	0.10663925	0.076551333	0.039474165	0.05850032	0.049109135	0.044322123	0.077891472
2806	932	1	22.7	0	0	0	2.104	1.942	2.07	1.699	3.409	1.658	3.386	1.959	2.162	1.658	2.348	0.899	3.067	0.893	3.328	1.641	1.339	1.166	1.282	0.243	0.284	0.318	0.301	1.043	1.066	0.2865	1.0545	0.6695	0.583	0.0865	0.641	0.5545	0.641	0.59775	0.619375	0.6301875	0.300022098	1.28826075	0.97063275	1.124473	1.045682313	1.084610016	1.104424598	0.900066295	0.10834125	0.095295419	0.049139944	0.072778892	0.061099721	0.055154908	0.097514308
420	933	1	22.9	12.82	27.1	7.3	2.238	1.959	2.162	1.646	3.287	1.588	3.287	1.925	2.284	1.623	2.423	0.875	3.038	0.841	3.217	1.606	1.125	0.933	1.049	0.313	0.336	0.319	0.337	1.084	1.084	0.32625	1.084	0.5625	0.4665	0.096	0.5245	0.4285	0.5245	0.4765	0.5005	0.5125	0.341648201	0.88653775	0.60112975	0.73740175	0.66696175	0.70160575	0.71935975	1.024944603	0.098784	0.09750913	0.050952046	0.075017745	0.063181685	0.057116063	0.101248128
647	933	1	22.46	16.19	24.2	7	2.348	1.971	2.278	1.67	3.472	1.542	3.455	1.855	2.4	1.617	2.528	0.742	3.142	0.696	3.403	1.548	1.194	1.003	1.107	0.301	0.354	0.307	0.313	1.229	1.159	0.31875	1.194	0.597	0.5015	0.0955	0.5535	0.458	0.5535	0.50575	0.529625	0.5415625	0.333794219	0.99321075	0.69095325	0.83544475	0.760918938	0.797611828	0.816385785	1.001382658	0.10490675	0.100891806	0.052661379	0.077537664	0.065289789	0.059023151	0.1050518
1955	933	1	26.84	25.11	27.4	10.4	2.087	2.07	2.058	1.681	3.472	1.606	3.414	2.012	2.157	1.6	2.313	0.771	3.113	0.765	3.362	1.577	1.414	1.205	1.327	0.389	0.47	0.435	0.406	1.299	1.247	0.425	1.273	0.707	0.6025	0.1045	0.6635	0.559	0.6635	0.61125	0.637375	0.6504375	0.445058959	1.40917575	1.01228475	1.20299725	1.104910938	1.153271578	1.177963785	1.335176878	0.13684275	0.176639895	0.091761589	0.135415781	0.113892444	0.102902956	0.182709276
2061	933	1	25.61	19.06	25.7	8.1	2.354	1.965	2.307	1.699	3.328	1.635	3.304	1.901	2.423	1.646	2.551	1.049	3.072	0.997	3.229	1.6	1.021	0.806	0.95	0.266	0.319	0.301	0.266	0.916	0.904	0.288	0.91	0.5105	0.403	0.1075	0.475	0.3675	0.475	0.42125	0.448125	0.4615625	0.301592895	0.72872275	0.44556775	0.579459	0.509624313	0.543819391	0.561458629	0.904778684	0.09820125	0.085397536	0.045016886	0.066078532	0.055765539	0.05044567	0.088850398
413	936	1	24	15.97	26	7.2	2.313	1.925	2.232	1.629	3.49	1.449	3.513	1.832	2.336	1.577	2.446	0.858	3.165	0.812	3.386	1.478	1.258	1.05	1.2	0.296	0.348	0.354	0.383	1.067	1.02	0.34525	1.0435	0.629	0.525	0.104	0.6	0.496	0.6	0.548	0.574	0.587	0.361544955	1.133041	0.782041	0.950625	0.863629	0.906451	0.928369	1.084634864	0.120016	0.126902279	0.065951584	0.097404549	0.081922471	0.073998129	0.130173538
693	936	2	21.47	22.96	29	10.7	2.22	2.035	2.168	1.739	3.461	1.67	3.449	1.959	2.29	1.681	2.481	1.032	3.148	0.98	3.38	1.675	1.293	1.09	1.229	0.296	0.354	0.284	0.289	1.003	0.979	0.30575	0.991	0.6465	0.545	0.1015	0.6145	0.513	0.6145	0.56375	0.589125	0.6018125	0.320180651	1.19284675	0.839779	1.00953775	0.922082813	0.965166391	0.987191098	0.960541954	0.12093725	0.113045462	0.058691995	0.086693374	0.072898846	0.065846961	0.116165302
1886	936	1	20.25	10.95	24.8	5.9	2.29	1.867	2.209	1.635	3.374	1.577	3.362	1.832	2.307	1.588	2.493	1.055	3.096	1.055	3.293	1.565	1.165	0.986	1.072	0.232	0.279	0.267	0.255	0.812	0.777	0.25825	0.7945	0.5825	0.493	0.0895	0.536	0.4465	0.536	0.49125	0.513625	0.5248125	0.270438768	0.93882225	0.66253575	0.794593	0.726561813	0.760076766	0.777209723	0.811316303	0.09625725	0.074718581	0.039005181	0.057403451	0.048339709	0.043706293	0.078095076
189	938	1	29.37	21.1	33.6	12.3	2.174	2.087	2.104	1.629	3.467	1.594	3.501	2.046	2.255	1.629	2.417	0.852	3.212	0.823	3.368	1.606	1.363	1.113	1.327	0.458	0.458	0.44	0.452	1.235	1.223	0.452	1.229	0.6815	0.5565	0.125	0.6635	0.5385	0.6635	0.601	0.63225	0.647875	0.473333293	1.35684975	0.89934975	1.11916225	1.00534975	1.061279438	1.089976703	1.419999879	0.15475	0.216549982	0.112505407	0.166376653	0.139903269	0.126319898	0.219744981
419	938	1	29.98	30.27	33.5	15.1	2.128	2.18	2.099	1.768	3.478	1.594	3.542	2.087	2.255	1.733	2.383	0.933	3.101	0.939	3.374	1.577	1.379	1.119	1.414	0.412	0.447	0.51	0.493	1.247	1.148	0.4655	1.1975	0.6895	0.5595	0.13	0.707	0.577	0.707	0.642	0.6745	0.69075	0.48747046	1.46273575	0.96880075	1.20845575	1.08440325	1.14537325	1.176650438	1.46241138	0.16237	0.240778722	0.123953989	0.184425918	0.154704844	0.139458139	0.237451736
472	938	1	26.36	27.88	29.4	13.1	2.261	1.983	2.18	1.617	3.391	1.571	3.443	1.89	2.296	1.652	2.429	0.829	3.072	0.765	3.299	1.577	1.211	1.003	1.182	0.366	0.331	0.313	0.319	1.154	1.125	0.33225	1.1395	0.6055	0.5015	0.104	0.591	0.487	0.591	0.539	0.565	0.578	0.347931386	1.07376175	0.73290175	0.89716975	0.81233175	0.85407475	0.87545325	1.043794159	0.115128	0.118595892	0.061441899	0.090959702	0.076436002	0.068997751	0.120169934
411	941	1	24.7	35.2	30.8	15.2	2.197	2.139	2.145	1.664	3.496	1.565	3.519	2.035	2.319	1.646	2.481	0.817	3.177	0.788	3.368	1.565	1.351	1.049	1.322	0.475	0.493	0.47	0.47	1.322	1.247	0.477	1.2845	0.6755	0.5245	0.151	0.661	0.51	0.661	0.5855	0.62325	0.642125	0.499513232	1.33972675	0.80269525	1.05871575	0.92500525	0.990435438	1.024219328	1.498539696	0.1812	0.26825434	0.140368713	0.207158877	0.174475632	0.157600132	0.271535393
474	941	1	24.22	17.11	21.8	6.8	2.157	2.017	2.133	1.664	3.438	1.571	3.38	2	2.278	1.577	2.388	0.875	3.101	0.817	3.299	1.606	1.305	1.021	1.223	0.353	0.44	0.394	0.429	1.142	1.183	0.404	1.1625	0.6525	0.5105	0.142	0.6115	0.4695	0.6115	0.5405	0.576	0.59375	0.423067811	1.19869225	0.72072025	0.94671325	0.82867575	0.88643425	0.916258688	1.269203432	0.165146	0.202214568	0.106604204	0.156542071	0.132106308	0.119488549	0.20960387
649	941	1	23.32	27.26	27	11	2.052	2.023	1.994	1.629	3.362	1.617	3.362	1.977	2.186	1.623	2.342	0.794	3.038	0.736	3.241	1.617	1.368	1.055	1.31	0.394	0.4	0.36	0.36	1.229	1.241	0.3785	1.235	0.684	0.5275	0.1565	0.655	0.4985	0.655	0.57675	0.615875	0.6354375	0.396364273	1.344901	0.78971725	1.05279375	0.915132438	0.982432328	1.017230348	1.189092819	0.18959975	0.220055004	0.115780878	0.170344904	0.143669632	0.12987694	0.225451701
1448	941	1	21.38	1.88	28	1	2.267	1.936	2.197	1.623	3.391	1.594	3.345	1.913	2.313	1.606	2.539	0.87	3.09	0.87	3.275	1.629	1.194	0.962	1.078	0.313	0.33	0.284	0.319	1.066	1.043	0.3115	1.0545	0.597	0.481	0.116	0.539	0.423	0.539	0.481	0.51	0.5245	0.326202037	0.968713	0.613753	0.781141	0.694083	0.736771	0.75874575	0.978606112	0.125048	0.115788675	0.061186369	0.089584865	0.075659953	0.068491745	0.122372737
1952	943	1	26.5	25	31.4	11.9	2.191	2.087	2.139	1.681	3.443	1.6	3.449	2.029	2.261	1.635	2.446	0.904	3.09	0.887	3.316	1.571	1.304	1.055	1.258	0.406	0.452	0.458	0.429	1.183	1.142	0.43625	1.1625	0.652	0.5275	0.1245	0.629	0.5045	0.629	0.56675	0.597875	0.6134375	0.456839932	1.230853	0.79890025	1.00569475	0.898422438	0.951089828	0.978150098	1.370519795	0.14684775	0.197333265	0.10286128	0.151867555	0.127806988	0.115444777	0.201257748
